session_id,customer_id,session_start,session_end,num_events,session_duration
57,19.0,2022-05-24 03:14:33.648681,2022-05-24 05:05:18.648681,38,110.75
58,19.0,2022-05-25 05:16:48.648681,2022-05-25 05:19:33.648681,13,2.75
59,19.0,2022-05-25 06:22:18.648681,2022-05-25 06:22:18.648681,2,0.0
60,19.0,2022-05-25 09:23:03.648681,2022-05-25 09:23:03.648681,2,0.0
61,20.0,2022-05-16 04:02:03.648681,2022-05-16 05:49:48.648681,28,107.75
62,20.0,2022-05-23 07:16:03.648681,2022-05-23 07:16:03.648681,2,0.0
63,20.0,2022-05-25 02:36:03.648681,2022-05-25 02:36:03.648681,2,0.0
64,20.0,2022-05-25 09:18:03.648681,2022-05-25 09:18:03.648681,2,0.0
65,21.0,2022-05-19 08:56:03.648681,2022-05-19 09:53:03.648681,11,57.0
66,21.0,2022-05-25 07:52:03.648681,2022-05-25 08:04:33.648681,32,12.5
67,22.0,2022-05-24 02:10:48.648681,2022-05-24 02:10:48.648681,2,0.0
68,22.0,2022-05-25 07:22:48.648681,2022-05-25 07:31:33.648681,28,8.75
69,23.0,2022-05-21 06:09:03.648681,2022-05-21 07:22:33.648681,17,73.5
70,23.0,2022-05-25 05:28:18.648681,2022-05-25 05:28:18.648681,2,0.0
71,23.0,2022-05-25 07:17:33.648681,2022-05-25 07:17:33.648681,2,0.0
72,24.0,2022-05-18 08:56:18.648681,2022-05-18 08:56:18.648681,2,0.0
73,24.0,2022-05-23 15:20:03.648681,2022-05-23 16:29:03.648681,33,69.0
74,24.0,2022-05-25 05:59:03.648681,2022-05-25 05:59:03.648681,2,0.0
75,25.0,2022-05-19 01:49:03.648681,2022-05-19 04:03:48.648681,36,134.75
76,25.0,2022-05-22 07:41:48.648681,2022-05-22 14:16:18.648681,111,394.5
77,25.0,2022-05-25 04:00:48.648681,2022-05-25 04:00:48.648681,2,0.0
78,25.0,2022-05-25 09:02:03.648681,2022-05-25 09:02:03.648681,2,0.0
79,26.0,2022-05-15 20:52:33.648681,2022-05-15 22:31:33.648681,24,99.0
80,26.0,2022-05-21 22:13:33.648681,2022-05-21 22:13:33.648681,2,0.0
81,27.0,2022-05-20 08:03:18.648681,2022-05-20 11:00:48.648681,56,177.5
82,27.0,2022-05-25 05:14:03.648681,2022-05-25 05:14:03.648681,2,0.0
83,27.0,2022-05-25 08:16:48.648681,2022-05-25 08:42:03.648681,74,25.25
84,28.0,2022-05-19 02:43:33.648681,2022-05-19 04:10:33.648681,29,87.0
85,28.0,2022-05-22 02:23:03.648681,2022-05-22 02:23:03.648681,2,0.0
86,28.0,2022-05-25 05:05:03.648681,2022-05-25 05:05:03.648681,2,0.0
87,28.0,2022-05-25 09:09:48.648681,2022-05-25 09:09:48.648681,2,0.0
88,29.0,2022-05-17 22:43:48.648681,2022-05-18 00:48:03.648681,38,124.25
89,29.0,2022-05-24 09:19:18.648681,2022-05-24 09:19:18.648681,2,0.0
90,29.0,2022-05-25 08:36:33.648681,2022-05-25 08:36:33.648681,2,0.0
91,30.0,2022-05-25 05:12:18.648681,2022-05-25 05:12:18.648681,2,0.0
92,30.0,2022-05-25 07:49:48.648681,2022-05-25 07:49:48.648681,2,0.0
93,31.0,2022-05-15 17:22:33.648681,2022-05-15 17:58:33.648681,7,36.0
94,31.0,2022-05-21 06:42:18.648681,2022-05-21 07:46:18.648681,20,64.0
95,31.0,2022-05-23 21:17:48.648681,2022-05-23 21:17:48.648681,2,0.0
96,31.0,2022-05-25 06:13:48.648681,2022-05-25 06:13:48.648681,2,0.0
97,32.0,2022-05-14 15:45:33.648681,2022-05-14 16:27:48.648681,13,42.25
98,32.0,2022-05-20 13:07:33.648681,2022-05-20 13:07:33.648681,2,0.0
99,32.0,2022-05-23 11:51:48.648681,2022-05-23 13:33:03.648681,43,101.25
100,32.0,2022-05-25 04:53:03.648681,2022-05-25 04:57:03.648681,18,4.0
101,32.0,2022-05-25 05:48:48.648681,2022-05-25 05:56:33.648681,34,7.75
102,32.0,2022-05-25 09:32:33.648681,2022-05-25 09:32:33.648681,2,0.0
103,33.0,2022-05-16 20:30:33.648681,2022-05-16 22:20:18.648681,28,109.75
104,33.0,2022-05-22 11:49:18.648681,2022-05-22 11:49:18.648681,2,0.0
105,33.0,2022-05-25 06:37:03.648681,2022-05-25 06:37:03.648681,2,0.0
106,34.0,2022-05-15 15:23:18.648681,2022-05-15 17:21:48.648681,30,118.5
107,34.0,2022-05-19 22:25:48.648681,2022-05-19 23:57:18.648681,26,91.5
108,34.0,2022-05-23 09:37:48.648681,2022-05-23 13:02:33.648681,69,204.75
109,34.0,2022-05-25 05:06:48.648681,2022-05-25 05:06:48.648681,2,0.0
110,34.0,2022-05-25 08:37:03.648681,2022-05-25 08:37:03.648681,2,0.0
111,35.0,2022-05-20 08:35:18.648681,2022-05-20 08:35:18.648681,2,0.0
112,35.0,2022-05-23 22:45:48.648681,2022-05-24 02:04:48.648681,58,199.0
113,35.0,2022-05-25 05:13:48.648681,2022-05-25 05:13:48.648681,2,0.0
114,35.0,2022-05-25 07:33:48.648681,2022-05-25 07:48:18.648681,47,14.5
115,36.0,2022-05-15 03:33:18.648681,2022-05-15 04:56:48.648681,34,83.5
116,36.0,2022-05-21 03:29:48.648681,2022-05-21 04:31:18.648681,23,61.5
117,36.0,2022-05-23 07:35:48.648681,2022-05-23 07:35:48.648681,2,0.0
118,36.0,2022-05-25 04:12:48.648681,2022-05-25 04:18:48.648681,16,6.0
119,36.0,2022-05-25 07:07:18.648681,2022-05-25 07:21:18.648681,47,14.0
120,37.0,2022-05-17 00:12:18.648681,2022-05-17 00:18:48.648681,4,6.5
121,37.0,2022-05-18 15:39:18.648681,2022-05-18 15:39:18.648681,2,0.0
122,37.0,2022-05-21 22:54:33.648681,2022-05-21 22:54:33.648681,2,0.0
123,37.0,2022-05-24 18:13:18.648681,2022-05-24 22:18:18.648681,100,245.0
124,37.0,2022-05-25 06:56:48.648681,2022-05-25 07:12:33.648681,60,15.75
125,38.0,2022-05-19 23:33:48.648681,2022-05-19 23:33:48.648681,2,0.0
126,38.0,2022-05-25 05:44:18.648681,2022-05-25 05:44:18.648681,2,0.0
127,39.0,2022-05-14 17:22:18.648681,2022-05-14 22:30:48.648681,82,308.5
128,39.0,2022-05-23 16:39:18.648681,2022-05-23 16:39:18.648681,2,0.0
129,39.0,2022-05-25 06:37:48.648681,2022-05-25 06:37:48.648681,2,0.0
130,40.0,2022-05-15 01:29:18.648681,2022-05-15 03:11:03.648681,28,101.75
131,40.0,2022-05-25 05:12:33.648681,2022-05-25 05:12:33.648681,2,0.0
132,40.0,2022-05-25 07:04:33.648681,2022-05-25 07:04:33.648681,2,0.0
133,41.0,2022-05-17 16:38:33.648681,2022-05-17 17:53:33.648681,27,75.0
134,41.0,2022-05-24 11:46:48.648681,2022-05-24 14:13:18.648681,46,146.5
135,41.0,2022-05-25 06:47:48.648681,2022-05-25 07:00:18.648681,54,12.5
136,41.0,2022-05-25 08:53:48.648681,2022-05-25 08:53:48.648681,2,0.0
137,42.0,2022-05-16 21:24:18.648681,2022-05-16 23:46:48.648681,35,142.5
138,42.0,2022-05-23 14:19:18.648681,2022-05-23 14:19:18.648681,2,0.0
139,42.0,2022-05-25 06:10:03.648681,2022-05-25 06:10:03.648681,2,0.0
140,43.0,2022-05-17 12:43:03.648681,2022-05-17 12:50:33.648681,4,7.5
141,43.0,2022-05-21 04:33:48.648681,2022-05-21 04:33:48.648681,2,0.0
142,43.0,2022-05-25 06:22:03.648681,2022-05-25 06:28:03.648681,27,6.0
143,43.0,2022-05-25 07:13:03.648681,2022-05-25 07:13:03.648681,2,0.0
144,44.0,2022-05-18 13:48:48.648681,2022-05-18 13:48:48.648681,2,0.0
145,44.0,2022-05-21 12:13:33.648681,2022-05-21 12:13:33.648681,2,0.0
146,44.0,2022-05-25 05:24:03.648681,2022-05-25 05:24:03.648681,2,0.0
147,44.0,2022-05-25 08:57:03.648681,2022-05-25 08:57:03.648681,2,0.0
148,45.0,2022-05-19 08:20:03.648681,2022-05-19 08:20:03.648681,2,0.0
149,45.0,2022-05-23 09:54:03.648681,2022-05-23 09:54:03.648681,2,0.0
150,45.0,2022-05-25 06:01:33.648681,2022-05-25 06:01:33.648681,2,0.0
151,45.0,2022-05-25 06:39:03.648681,2022-05-25 06:39:03.648681,2,0.0
152,46.0,2022-05-14 21:07:33.648681,2022-05-15 00:20:03.648681,48,192.5
153,46.0,2022-05-21 01:09:18.648681,2022-05-21 01:09:18.648681,2,0.0
154,46.0,2022-05-25 04:39:03.648681,2022-05-25 05:14:48.648681,120,35.75
155,46.0,2022-05-25 06:45:03.648681,2022-05-25 06:45:03.648681,2,0.0
156,47.0,2022-05-15 05:33:18.648681,2022-05-15 08:55:48.648681,50,202.5
157,47.0,2022-05-18 10:44:33.648681,2022-05-18 10:44:33.648681,2,0.0
158,47.0,2022-05-20 18:58:03.648681,2022-05-20 18:58:03.648681,2,0.0
159,47.0,2022-05-25 05:07:18.648681,2022-05-25 05:07:18.648681,2,0.0
160,47.0,2022-05-25 09:17:18.648681,2022-05-25 09:17:18.648681,2,0.0
161,48.0,2022-05-15 06:43:33.648681,2022-05-15 06:52:48.648681,4,9.25
162,48.0,2022-05-20 06:42:33.648681,2022-05-20 08:43:03.648681,48,120.5
163,48.0,2022-05-25 05:37:03.648681,2022-05-25 05:37:03.648681,2,0.0
164,48.0,2022-05-25 09:02:48.648681,2022-05-25 09:02:48.648681,2,0.0
165,49.0,2022-05-19 10:25:18.648681,2022-05-19 11:35:48.648681,21,70.5
166,49.0,2022-05-20 17:14:48.648681,2022-05-20 17:14:48.648681,2,0.0
167,49.0,2022-05-25 05:18:03.648681,2022-05-25 05:24:33.648681,24,6.5
168,49.0,2022-05-25 06:47:03.648681,2022-05-25 06:55:03.648681,30,8.0
169,49.0,2022-05-25 08:23:18.648681,2022-05-25 08:42:18.648681,51,19.0
170,50.0,2022-05-18 15:46:48.648681,2022-05-18 16:06:18.648681,7,19.5
171,51.0,2022-05-16 02:10:48.648681,2022-05-16 02:10:48.648681,2,0.0
172,51.0,2022-05-17 14:03:33.648681,2022-05-17 14:03:33.648681,2,0.0
173,51.0,2022-05-22 05:05:18.648681,2022-05-22 05:05:18.648681,2,0.0
174,51.0,2022-05-25 04:56:03.648681,2022-05-25 04:56:03.648681,2,0.0
175,51.0,2022-05-25 06:00:48.648681,2022-05-25 06:20:33.648681,82,19.75
176,52.0,2022-05-24 07:41:03.648681,2022-05-24 10:31:03.648681,82,170.0
177,52.0,2022-05-25 05:41:33.648681,2022-05-25 05:41:33.648681,2,0.0
178,52.0,2022-05-25 09:10:03.648681,2022-05-25 09:34:48.648681,96,24.75
179,53.0,2022-05-15 03:37:48.648681,2022-05-15 08:36:18.648681,98,298.5
180,53.0,2022-05-20 06:03:33.648681,2022-05-20 09:31:18.648681,67,207.75
181,53.0,2022-05-25 05:33:03.648681,2022-05-25 05:33:03.648681,2,0.0
182,53.0,2022-05-25 07:02:03.648681,2022-05-25 07:16:33.648681,51,14.5
183,54.0,2022-05-20 15:21:18.648681,2022-05-20 15:21:18.648681,2,0.0
184,54.0,2022-05-25 05:29:18.648681,2022-05-25 05:29:18.648681,2,0.0
185,54.0,2022-05-25 06:32:48.648681,2022-05-25 06:32:48.648681,2,0.0
186,54.0,2022-05-25 08:52:33.648681,2022-05-25 08:52:33.648681,2,0.0
187,55.0,2022-05-15 18:00:33.648681,2022-05-15 19:49:33.648681,32,109.0
188,55.0,2022-05-19 12:40:03.648681,2022-05-19 14:08:48.648681,28,88.75
189,55.0,2022-05-24 15:11:33.648681,2022-05-24 16:36:18.648681,52,84.75
190,55.0,2022-05-25 06:21:33.648681,2022-05-25 06:21:33.648681,2,0.0
191,55.0,2022-05-25 09:08:18.648681,2022-05-25 09:08:18.648681,2,0.0
192,56.0,2022-05-15 06:58:33.648681,2022-05-15 09:17:03.648681,36,138.5
193,56.0,2022-05-19 16:27:18.648681,2022-05-19 16:27:18.648681,2,0.0
194,56.0,2022-05-25 04:48:48.648681,2022-05-25 04:48:48.648681,2,0.0
195,56.0,2022-05-25 09:00:18.648681,2022-05-25 09:19:03.648681,65,18.75
196,57.0,2022-05-15 14:31:33.648681,2022-05-15 15:36:03.648681,22,64.5
197,57.0,2022-05-21 05:23:48.648681,2022-05-21 08:08:48.648681,51,165.0
198,57.0,2022-05-25 05:13:48.648681,2022-05-25 05:13:48.648681,2,0.0
199,57.0,2022-05-25 06:07:33.648681,2022-05-25 06:15:03.648681,34,7.5
200,57.0,2022-05-25 08:16:33.648681,2022-05-25 08:16:33.648681,2,0.0
201,57.0,2022-05-25 09:32:18.648681,2022-05-25 09:34:33.648681,9,2.25
202,58.0,2022-05-18 03:28:03.648681,2022-05-18 05:48:48.648681,46,140.75
203,58.0,2022-05-25 01:50:33.648681,2022-05-25 03:58:48.648681,73,128.25
204,58.0,2022-05-25 06:12:03.648681,2022-05-25 06:12:03.648681,2,0.0
205,58.0,2022-05-25 09:19:33.648681,2022-05-25 09:29:18.648681,42,9.75
206,59.0,2022-05-19 14:37:33.648681,2022-05-19 14:37:33.648681,2,0.0
207,59.0,2022-05-24 13:29:33.648681,2022-05-24 13:29:33.648681,2,0.0
208,59.0,2022-05-25 06:14:48.648681,2022-05-25 06:14:48.648681,2,0.0
209,59.0,2022-05-25 08:06:33.648681,2022-05-25 08:06:33.648681,2,0.0
210,60.0,2022-05-15 05:20:18.648681,2022-05-15 05:20:18.648681,2,0.0
211,60.0,2022-05-19 03:24:33.648681,2022-05-19 06:11:18.648681,58,166.75
212,60.0,2022-05-21 13:11:33.648681,2022-05-21 13:11:33.648681,2,0.0
213,60.0,2022-05-25 05:32:03.648681,2022-05-25 05:44:18.648681,53,12.25
214,60.0,2022-05-25 06:53:33.648681,2022-05-25 06:53:33.648681,2,0.0
215,60.0,2022-05-25 08:09:03.648681,2022-05-25 08:09:03.648681,2,0.0
216,61.0,2022-05-23 04:52:03.648681,2022-05-23 04:52:03.648681,2,0.0
217,61.0,2022-05-25 05:34:48.648681,2022-05-25 05:34:48.648681,2,0.0
218,61.0,2022-05-25 09:20:03.648681,2022-05-25 09:26:33.648681,27,6.5
219,62.0,2022-05-18 05:44:33.648681,2022-05-18 05:44:33.648681,2,0.0
220,62.0,2022-05-23 02:34:33.648681,2022-05-23 02:34:33.648681,2,0.0
221,62.0,2022-05-25 06:42:03.648681,2022-05-25 06:42:03.648681,2,0.0
222,62.0,2022-05-25 09:19:03.648681,2022-05-25 09:34:33.648681,59,15.5
223,63.0,2022-05-17 11:11:03.648681,2022-05-17 11:11:03.648681,2,0.0
224,63.0,2022-05-19 10:11:48.648681,2022-05-19 10:11:48.648681,2,0.0
225,63.0,2022-05-24 07:06:03.648681,2022-05-24 07:06:03.648681,2,0.0
226,63.0,2022-05-25 07:51:18.648681,2022-05-25 07:51:18.648681,2,0.0
227,64.0,2022-05-19 09:56:03.648681,2022-05-19 09:56:03.648681,2,0.0
228,64.0,2022-05-24 16:38:03.648681,2022-05-24 20:11:18.648681,93,213.25
229,64.0,2022-05-25 05:53:48.648681,2022-05-25 06:12:18.648681,74,18.5
230,64.0,2022-05-25 09:17:33.648681,2022-05-25 09:17:33.648681,2,0.0
231,65.0,2022-05-16 01:31:33.648681,2022-05-16 01:31:33.648681,2,0.0
232,65.0,2022-05-20 06:33:03.648681,2022-05-20 06:33:03.648681,2,0.0
233,65.0,2022-05-22 16:32:18.648681,2022-05-22 16:32:18.648681,2,0.0
234,65.0,2022-05-25 05:36:48.648681,2022-05-25 05:36:48.648681,2,0.0
235,65.0,2022-05-25 09:28:48.648681,2022-05-25 09:28:48.648681,2,0.0
236,66.0,2022-05-19 08:17:03.648681,2022-05-19 10:34:33.648681,48,137.5
237,66.0,2022-05-23 15:55:33.648681,2022-05-23 15:55:33.648681,2,0.0
238,66.0,2022-05-25 05:11:48.648681,2022-05-25 05:11:48.648681,2,0.0
239,66.0,2022-05-25 06:46:33.648681,2022-05-25 06:46:33.648681,2,0.0
240,67.0,2022-05-16 12:03:48.648681,2022-05-16 12:03:48.648681,2,0.0
241,67.0,2022-05-23 04:49:33.648681,2022-05-23 04:49:33.648681,2,0.0
242,67.0,2022-05-25 05:47:03.648681,2022-05-25 06:12:03.648681,99,25.0
243,68.0,2022-05-17 06:44:33.648681,2022-05-17 09:09:48.648681,47,145.25
244,68.0,2022-05-25 08:54:48.648681,2022-05-25 09:07:18.648681,41,12.5
245,69.0,2022-05-17 19:07:03.648681,2022-05-17 22:08:48.648681,42,181.75
246,69.0,2022-05-21 21:44:18.648681,2022-05-22 01:44:33.648681,73,240.25
247,69.0,2022-05-25 07:03:33.648681,2022-05-25 07:34:48.648681,106,31.25
248,70.0,2022-05-24 17:14:03.648681,2022-05-24 18:59:03.648681,48,105.0
249,70.0,2022-05-25 06:27:33.648681,2022-05-25 06:27:33.648681,2,0.0
250,70.0,2022-05-25 09:13:33.648681,2022-05-25 09:13:33.648681,2,0.0
251,71.0,2022-05-18 16:10:33.648681,2022-05-18 17:25:03.648681,21,74.5
252,71.0,2022-05-24 14:57:48.648681,2022-05-24 15:31:33.648681,27,33.75
253,71.0,2022-05-25 05:23:48.648681,2022-05-25 05:23:48.648681,2,0.0
254,72.0,2022-05-18 22:42:03.648681,2022-05-18 23:47:48.648681,12,65.75
255,72.0,2022-05-24 08:22:03.648681,2022-05-24 11:32:33.648681,78,190.5
256,72.0,2022-05-25 06:48:48.648681,2022-05-25 06:48:48.648681,2,0.0
257,72.0,2022-05-25 09:24:48.648681,2022-05-25 09:24:48.648681,2,0.0
258,73.0,2022-05-19 17:27:33.648681,2022-05-19 19:17:48.648681,30,110.25
259,73.0,2022-05-22 21:44:03.648681,2022-05-22 21:44:03.648681,2,0.0
260,73.0,2022-05-25 04:55:33.648681,2022-05-25 04:55:33.648681,2,0.0
261,73.0,2022-05-25 07:18:03.648681,2022-05-25 07:23:03.648681,19,5.0
262,74.0,2022-05-15 08:23:18.648681,2022-05-15 10:22:33.648681,27,119.25
263,74.0,2022-05-24 18:31:48.648681,2022-05-24 18:31:48.648681,2,0.0
264,74.0,2022-05-25 07:31:48.648681,2022-05-25 07:31:48.648681,2,0.0
265,75.0,2022-05-17 21:47:48.648681,2022-05-18 00:26:48.648681,46,159.0
266,75.0,2022-05-25 06:21:18.648681,2022-05-25 06:21:18.648681,2,0.0
267,76.0,2022-05-19 02:39:18.648681,2022-05-19 04:33:03.648681,32,113.75
268,76.0,2022-05-25 06:49:18.648681,2022-05-25 06:49:18.648681,2,0.0
269,76.0,2022-05-25 09:16:33.648681,2022-05-25 09:16:33.648681,2,0.0
270,77.0,2022-05-19 16:43:33.648681,2022-05-19 20:28:48.648681,61,225.25
271,77.0,2022-05-25 04:03:03.648681,2022-05-25 04:03:03.648681,2,0.0
272,78.0,2022-05-16 07:57:33.648681,2022-05-16 10:54:48.648681,45,177.25
273,78.0,2022-05-19 09:54:18.648681,2022-05-19 09:54:18.648681,2,0.0
274,78.0,2022-05-25 07:11:18.648681,2022-05-25 07:41:03.648681,97,29.75
275,79.0,2022-05-22 07:41:18.648681,2022-05-22 07:41:18.648681,2,0.0
276,79.0,2022-05-25 05:02:33.648681,2022-05-25 05:02:33.648681,2,0.0
277,79.0,2022-05-25 05:53:48.648681,2022-05-25 05:53:48.648681,2,0.0
278,79.0,2022-05-25 07:17:33.648681,2022-05-25 07:17:33.648681,2,0.0
279,80.0,2022-05-19 12:19:33.648681,2022-05-19 15:19:33.648681,64,180.0
280,80.0,2022-05-25 04:43:18.648681,2022-05-25 04:43:18.648681,2,0.0
281,80.0,2022-05-25 07:52:18.648681,2022-05-25 08:10:48.648681,58,18.5
282,81.0,2022-05-14 21:03:18.648681,2022-05-14 21:03:18.648681,2,0.0
283,81.0,2022-05-25 05:35:48.648681,2022-05-25 05:35:48.648681,2,0.0
284,81.0,2022-05-25 06:37:18.648681,2022-05-25 06:37:18.648681,2,0.0
285,82.0,2022-05-15 04:42:33.648681,2022-05-15 04:42:33.648681,2,0.0
286,82.0,2022-05-20 01:28:48.648681,2022-05-20 01:28:48.648681,2,0.0
287,82.0,2022-05-22 08:43:33.648681,2022-05-22 08:43:33.648681,2,0.0
288,82.0,2022-05-25 05:55:03.648681,2022-05-25 05:55:03.648681,2,0.0
289,82.0,2022-05-25 07:28:33.648681,2022-05-25 07:28:33.648681,2,0.0
290,83.0,2022-05-15 01:44:48.648681,2022-05-15 06:01:33.648681,68,256.75
291,83.0,2022-05-20 09:25:03.648681,2022-05-20 09:25:03.648681,2,0.0
292,83.0,2022-05-23 06:11:33.648681,2022-05-23 06:11:33.648681,2,0.0
293,83.0,2022-05-25 05:37:03.648681,2022-05-25 06:01:18.648681,88,24.25
294,83.0,2022-05-25 08:45:18.648681,2022-05-25 08:45:18.648681,2,0.0
295,84.0,2022-05-23 00:15:03.648681,2022-05-23 00:37:33.648681,5,22.5
296,84.0,2022-05-24 22:57:48.648681,2022-05-24 22:57:48.648681,2,0.0
297,84.0,2022-05-25 07:24:18.648681,2022-05-25 07:24:18.648681,2,0.0
298,85.0,2022-05-19 12:36:48.648681,2022-05-19 13:21:48.648681,6,45.0
299,85.0,2022-05-23 15:47:03.648681,2022-05-23 15:47:03.648681,2,0.0
300,85.0,2022-05-25 06:01:48.648681,2022-05-25 06:13:18.648681,46,11.5
301,86.0,2022-05-16 05:20:48.648681,2022-05-16 05:20:48.648681,2,0.0
302,86.0,2022-05-23 06:32:03.648681,2022-05-23 06:32:03.648681,2,0.0
303,86.0,2022-05-25 06:42:03.648681,2022-05-25 06:42:03.648681,2,0.0
304,87.0,2022-05-19 09:41:33.648681,2022-05-19 12:18:33.648681,52,157.0
305,87.0,2022-05-23 08:37:03.648681,2022-05-23 08:37:03.648681,2,0.0
306,87.0,2022-05-25 05:51:48.648681,2022-05-25 05:51:48.648681,2,0.0
307,87.0,2022-05-25 06:58:48.648681,2022-05-25 06:58:48.648681,2,0.0
308,88.0,2022-05-15 17:06:03.648681,2022-05-15 17:23:33.648681,2,17.5
309,88.0,2022-05-22 07:17:33.648681,2022-05-22 07:17:33.648681,2,0.0
310,88.0,2022-05-24 23:22:18.648681,2022-05-25 00:09:18.648681,24,47.0
311,88.0,2022-05-25 06:06:48.648681,2022-05-25 06:06:48.648681,2,0.0
312,89.0,2022-05-17 03:28:33.648681,2022-05-17 03:28:33.648681,2,0.0
313,89.0,2022-05-24 19:12:03.648681,2022-05-24 19:12:03.648681,2,0.0
314,90.0,2022-05-17 13:38:48.648681,2022-05-17 17:41:18.648681,57,242.5
315,90.0,2022-05-23 23:54:03.648681,2022-05-24 03:35:18.648681,69,221.25
316,90.0,2022-05-25 07:29:33.648681,2022-05-25 07:41:18.648681,40,11.75
317,91.0,2022-05-17 19:10:48.648681,2022-05-17 19:57:18.648681,9,46.5
